task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1410	6f/048a9e	2153947	run_method (schraivogel/ground_truth_tapseq/gene+mimosca+non-targeting-00023)	COMPLETED	0	2022-06-13 03:32:54.896	1m 34s	58.5s	94.6%	525.5 MB	1.2 GB	57.9 MB	3.3 KB
619	c1/f4be72	2153932	run_method (frangieh/ifn_gamma/gene+schraivogel_method+ONE-NON-GENE-SITE-263)	COMPLETED	0	2022-06-13 03:16:34.904	19m 14s	18m 55s	98.2%	25.6 GB	26.5 GB	1.5 GB	175.9 KB
1536	ae/9b4cd4	2153927	run_method (simulated/experiment_1/gene+schraivogel_method+NTC-26)	COMPLETED	0	2022-06-13 03:13:04.910	22m 49s	22m 26s	98.5%	20.2 GB	21.1 GB	703.8 MB	126.8 KB
746	83/01b9bf	2153933	run_method (frangieh/ifn_gamma/gene+schraivogel_method+NO-SITE-107)	COMPLETED	0	2022-06-13 03:17:44.914	18m 9s	18m 2s	98.4%	25.4 GB	26.3 GB	1.5 GB	175.7 KB
521	52/9809b0	2153951	run_method (frangieh/control/gene+weissman_method+NO-SITE-411)	COMPLETED	0	2022-06-13 03:35:49.903	2m 39s	2m 32s	94.9%	27.9 GB	28.6 GB	1.1 GB	108.9 KB
904	7b/ba1ba4	2153940	run_method (papalexi/eccite_screen/gene+schraivogel_method+NTg7)	COMPLETED	0	2022-06-13 03:29:24.902	9m 54s	8m 54s	97.3%	12.7 GB	13.5 GB	745.3 MB	189.6 KB
529	88/b19189	2153952	run_method (frangieh/control/gene+weissman_method+NO-SITE-229)	COMPLETED	0	2022-06-13 03:35:54.917	3m 24s	2m 40s	96.1%	27.9 GB	28.6 GB	1.1 GB	148.4 KB
803	dd/513b3f	2153934	run_method (frangieh/ifn_gamma/gene+seurat_de+NO-SITE-38)	COMPLETED	0	2022-06-13 03:18:14.899	22m 49s	22m 17s	98.5%	8.9 GB	9.8 GB	1.5 GB	166.7 KB
1062	a2/299d49	2153444	run_method (schraivogel/enhancer_screen_chr11/gene+mimosca+non-targeting-00026)	COMPLETED	0	2022-06-13 00:49:19.866	2h 51m 59s	2h 25m 11s	100.0%	5.8 GB	8.3 GB	113 MB	3.1 KB
1066	27/adf685	2153447	run_method (schraivogel/enhancer_screen_chr11/gene+mimosca+non-targeting-00027)	COMPLETED	0	2022-06-13 00:49:22.768	2h 51m 56s	2h 23m 46s	100.0%	7.2 GB	8.3 GB	113 MB	3.1 KB
891	73/a0d908	2153956	run_method (papalexi/eccite_screen/gene+weissman_method+NTg2)	COMPLETED	0	2022-06-13 03:39:20.915	2m 38s	1m 48s	95.6%	17.6 GB	18.2 GB	708.1 MB	166.2 KB
1240	18/b82c3c	2153923	run_method (schraivogel/ground_truth_perturbseq/gene+schraivogel_method+non-targeting-00011)	COMPLETED	0	2022-06-13 03:11:09.898	31m 9s	30m 48s	98.9%	27.5 GB	28.4 GB	1.1 GB	196.8 KB
1140	69/f2e174	2153958	run_method (schraivogel/enhancer_screen_chr8/gene+schraivogel_method+non-targeting-00016)	COMPLETED	0	2022-06-13 03:41:04.900	1m 34s	1m 4s	94.7%	3.7 GB	4.5 GB	142.2 MB	3.6 KB
1172	f9/4c8fdf	2153959	run_method (schraivogel/enhancer_screen_chr8/gene+schraivogel_method+non-targeting-00024)	COMPLETED	0	2022-06-13 03:41:19.907	1m 34s	1m 3s	92.9%	3.7 GB	4.5 GB	142.2 MB	3.6 KB
1177	43/c9998d	2153960	run_method (schraivogel/enhancer_screen_chr8/gene+seurat_de+non-targeting-00025)	COMPLETED	0	2022-06-13 03:41:21.196	1m 33s	1m 28s	94.3%	3.7 GB	4.5 GB	127.1 MB	4 KB
1330	c7/4da191	2153962	run_method (schraivogel/ground_truth_tapseq/gene+mimosca+non-targeting-00003)	COMPLETED	0	2022-06-13 03:42:19.901	1m 39s	1m 2s	93.7%	525.5 MB	1.2 GB	57.9 MB	3.3 KB
1416	77/0eec28	2153964	run_method (schraivogel/ground_truth_tapseq/gene+schraivogel_method+non-targeting-00025)	COMPLETED	0	2022-06-13 03:42:54.911	1m 9s	36.1s	87.8%	953.4 MB	1.8 GB	95 MB	3.6 KB
1418	27/fefebb	2153965	run_method (schraivogel/ground_truth_tapseq/gene+mimosca+non-targeting-00025)	COMPLETED	0	2022-06-13 03:42:55.915	1m 8s	1m	92.9%	525.5 MB	1.2 GB	57.9 MB	3.3 KB
1366	a8/d3d2a7	2153963	run_method (schraivogel/ground_truth_tapseq/gene+mimosca+non-targeting-00012)	COMPLETED	0	2022-06-13 03:42:39.912	1m 34s	1m 23s	95.6%	525.5 MB	1.2 GB	57.9 MB	3.2 KB
962	02/a68d58	2153302	run_method (schraivogel/enhancer_screen_chr11/gene+mimosca+non-targeting-00001)	COMPLETED	0	2022-06-13 00:27:39.903	3h 18m 39s	3h 5m 10s	99.5%	5.8 GB	8.3 GB	113 MB	3.1 KB
305	64/bbfba4	2153967	run_method (frangieh/control/gene+weissman_method+ONE-NON-GENE-SITE-2)	COMPLETED	0	2022-06-13 03:44:05.161	2m 39s	2m 33s	95.3%	27.9 GB	28.6 GB	1.1 GB	148.4 KB
530	d1/277291	2153953	run_method (frangieh/control/gene+schraivogel_method+NO-SITE-812)	COMPLETED	0	2022-06-13 03:35:56.147	13m 8s	12m 20s	97.7%	16.5 GB	17.4 GB	1.1 GB	182.1 KB
1265	55/eb6168	2153868	run_method (schraivogel/ground_truth_perturbseq/gene+seurat_de+non-targeting-00017)	COMPLETED	0	2022-06-13 02:49:29.901	59m 49s	58m 59s	99.3%	6.4 GB	7.3 GB	1.1 GB	194.7 KB
1313	19/317865	2153869	run_method (schraivogel/ground_truth_perturbseq/gene+seurat_de+non-targeting-00029)	COMPLETED	0	2022-06-13 02:49:59.912	59m 19s	59m 16s	99.3%	6.4 GB	7.3 GB	1.1 GB	195.1 KB
672	08/c43aea	2153939	run_method (frangieh/ifn_gamma/gene+seurat_de+ONE-NON-GENE-SITE-672)	COMPLETED	0	2022-06-13 03:27:20.911	22m 8s	21m 53s	98.4%	8.9 GB	9.8 GB	1.5 GB	164.7 KB
934	7e/8e5a0c	2153975	run_method (papalexi/eccite_screen/protein+mimosca+NTg4)	COMPLETED	0	2022-06-13 03:49:29.902	34.1s	27.9s	87.2%	434.7 MB	1.1 GB	49.6 MB	2.3 KB
617	1d/f163a7	2153971	run_method (frangieh/ifn_gamma/gene+weissman_method+ONE-NON-GENE-SITE-217)	COMPLETED	0	2022-06-13 03:46:44.901	4m 4s	3m 25s	95.4%	43.4 GB	44.1 GB	1.5 GB	144.1 KB
347	c9/d6a1ae	2153950	run_method (frangieh/control/gene+seurat_de+ONE-NON-GENE-SITE-157)	COMPLETED	0	2022-06-13 03:34:29.928	16m 49s	16m 3s	98.1%	6.6 GB	7.4 GB	1.1 GB	167.3 KB
978	bb/397991	2153206	run_method (schraivogel/enhancer_screen_chr11/gene+mimosca+non-targeting-00005)	COMPLETED	0	2022-06-13 00:06:04.499	3h 46m 14s	3h 26m 51s	98.6%	5.8 GB	8.3 GB	113 MB	3.1 KB
1018	56/ca75da	2153310	run_method (schraivogel/enhancer_screen_chr11/gene+mimosca+non-targeting-00015)	COMPLETED	0	2022-06-13 00:28:30.804	3h 23m 48s	3h 9m 2s	99.6%	5.8 GB	8.3 GB	113 MB	3.2 KB
1308	d1/6034a0	2153937	run_method (schraivogel/ground_truth_perturbseq/gene+schraivogel_method+non-targeting-00028)	COMPLETED	0	2022-06-13 03:22:04.903	30m 24s	30m 18s	98.9%	27.5 GB	28.4 GB	1.1 GB	196.8 KB
1133	81/04cf2b	2153978	run_method (schraivogel/enhancer_screen_chr8/gene+seurat_de+non-targeting-00014)	COMPLETED	0	2022-06-13 03:50:50.336	2m 9s	1m 31s	94.2%	3.7 GB	4.5 GB	127.1 MB	4 KB
1357	30/973d1f	2153980	run_method (schraivogel/ground_truth_tapseq/gene+seurat_de+non-targeting-00010)	COMPLETED	0	2022-06-13 03:52:19.912	39s	18s	87.2%	482.3 MB	1.3 GB	79.9 MB	4 KB
1389	be/17f520	2153982	run_method (schraivogel/ground_truth_tapseq/gene+seurat_de+non-targeting-00018)	COMPLETED	0	2022-06-13 03:52:29.899	34.1s	18.6s	84.7%	412.9 MB	1.2 GB	79.9 MB	4 KB
1358	8f/229b89	2153981	run_method (schraivogel/ground_truth_tapseq/gene+mimosca+non-targeting-00010)	COMPLETED	0	2022-06-13 03:52:20.921	1m 43s	1m 2s	94.4%	525.5 MB	1.2 GB	57.9 MB	3.2 KB
306	ca/d67cd5	2153968	run_method (frangieh/control/gene+schraivogel_method+ONE-NON-GENE-SITE-241)	COMPLETED	0	2022-06-13 03:44:06.109	12m 13s	12m 3s	97.4%	16.6 GB	17.4 GB	1.1 GB	181.9 KB
326	cc/0a7065	2153969	run_method (frangieh/control/gene+schraivogel_method+ONE-NON-GENE-SITE-263)	COMPLETED	0	2022-06-13 03:44:14.906	12m 54s	12m 30s	97.7%	16.6 GB	17.4 GB	1.1 GB	182 KB
1042	cb/f7e1ad	2153211	run_method (schraivogel/enhancer_screen_chr11/gene+mimosca+non-targeting-00021)	COMPLETED	0	2022-06-13 00:07:09.618	3h 50m 24s	3h 30m 39s	99.5%	5.8 GB	8.3 GB	113 MB	3.2 KB
577	c2/e62889	2153970	run_method (frangieh/control/gene+schraivogel_method+NO-SITE-355)	COMPLETED	0	2022-06-13 03:46:19.904	11m 54s	11m 39s	97.7%	16.7 GB	17.5 GB	1.1 GB	182.1 KB
1260	c6/6c9529	2153904	run_method (schraivogel/ground_truth_perturbseq/gene+seurat_de+non-targeting-00016)	COMPLETED	0	2022-06-13 03:00:39.918	59m 39s	59m 23s	99.3%	6.4 GB	7.3 GB	1.1 GB	194.9 KB
1289	11/a9870a	2153906	run_method (schraivogel/ground_truth_perturbseq/gene+seurat_de+non-targeting-00023)	COMPLETED	0	2022-06-13 03:00:59.905	59m 39s	59m 20s	99.3%	6.4 GB	7.3 GB	1.1 GB	194.5 KB
713	b8/56d8cb	2153988	run_method (frangieh/ifn_gamma/gene+weissman_method+ONE-NON-GENE-SITE-328)	COMPLETED	0	2022-06-13 03:57:09.912	3m 39s	3m 34s	95.4%	43.4 GB	44.1 GB	1.5 GB	143.4 KB
1135	e4/63e506	2153992	run_method (schraivogel/enhancer_screen_chr8/gene+weissman_method+non-targeting-00014)	COMPLETED	0	2022-06-13 04:00:19.901	39.1s	25.1s	87.7%	3.6 GB	4.3 GB	105.1 MB	7.2 KB
829	85/5bdab0	2153990	run_method (frangieh/ifn_gamma/gene+weissman_method+NO-SITE-547)	COMPLETED	0	2022-06-13 03:58:14.927	3m 39s	3m 34s	95.9%	43.4 GB	44.1 GB	1.5 GB	141.6 KB
1388	e9/4f4c0d	2153996	run_method (schraivogel/ground_truth_tapseq/gene+schraivogel_method+non-targeting-00018)	COMPLETED	0	2022-06-13 04:01:54.913	1m 39s	41s	91.1%	959 MB	1.8 GB	95 MB	3.6 KB
1284	ab/343eaf	2153944	run_method (schraivogel/ground_truth_perturbseq/gene+schraivogel_method+non-targeting-00022)	COMPLETED	0	2022-06-13 03:31:59.930	33m 19s	33m 1s	98.9%	27.5 GB	28.4 GB	1.1 GB	196.9 KB
1046	3e/b7726f	2153443	run_method (schraivogel/enhancer_screen_chr11/gene+mimosca+non-targeting-00022)	COMPLETED	0	2022-06-13 00:49:05.205	3h 17m 54s	2h 51m 3s	99.6%	7.6 GB	8.3 GB	113 MB	3.1 KB
985	4e/2a64f6	2153306	run_method (schraivogel/enhancer_screen_chr11/gene+mimosca+non-targeting-00007)	COMPLETED	0	2022-06-13 00:28:00.785	3h 40m 18s	3h 26m 53s	99.5%	5.8 GB	8.3 GB	113 MB	3.1 KB
937	ea/fedb26	2154000	run_method (papalexi/eccite_screen/protein+seurat_de+NTg5)	COMPLETED	0	2022-06-13 04:08:19.929	39.1s	15.5s	77.2%	411.5 MB	1.2 GB	71.6 MB	2.9 KB
1245	c8/f8fa47	2153924	run_method (schraivogel/ground_truth_perturbseq/gene+seurat_de+non-targeting-00012)	COMPLETED	0	2022-06-13 03:11:14.901	58m 24s	58m 10s	99.3%	6.4 GB	7.3 GB	1.1 GB	195.2 KB
351	f1/d1e6d9	2153986	run_method (frangieh/control/gene+seurat_de+ONE-NON-GENE-SITE-409)	COMPLETED	0	2022-06-13 03:54:04.909	16m 39s	16m 23s	98.3%	6.6 GB	7.4 GB	1.1 GB	168.7 KB
773	ff/dce908	2153999	run_method (frangieh/ifn_gamma/gene+weissman_method+NO-SITE-678)	COMPLETED	0	2022-06-13 04:06:59.910	3m 44s	3m 37s	95.4%	43.4 GB	44.1 GB	1.5 GB	144.8 KB
1047	c6/9f1101	2154001	run_method (schraivogel/enhancer_screen_chr11/gene+schraivogel_method+non-targeting-00023)	COMPLETED	0	2022-06-13 04:08:59.896	1m 44s	1m 10s	92.5%	3.5 GB	4.3 GB	150.2 MB	3.7 KB
875	29/fc1b94	2153972	run_method (frangieh/ifn_gamma/gene+seurat_de+NO-SITE-706)	COMPLETED	0	2022-06-13 03:49:04.902	22m 4s	21m 43s	98.5%	8.9 GB	9.8 GB	1.5 GB	168.8 KB
1145	0d/e3f953	2154002	run_method (schraivogel/enhancer_screen_chr8/gene+seurat_de+non-targeting-00017)	COMPLETED	0	2022-06-13 04:09:39.913	1m 34s	1m 30s	95.4%	3.7 GB	4.5 GB	127.1 MB	4 KB
1329	11/f3078a	2154004	run_method (schraivogel/ground_truth_tapseq/gene+schraivogel_method+non-targeting-00003)	COMPLETED	0	2022-06-13 04:10:44.900	39.1s	34.3s	87.0%	954.7 MB	1.8 GB	95 MB	3.6 KB
1331	9f/058fcc	2154005	run_method (schraivogel/ground_truth_tapseq/gene+weissman_method+non-targeting-00003)	COMPLETED	0	2022-06-13 04:10:45.908	38.1s	12.3s	74.8%	397.8 MB	1.1 GB	57.9 MB	4.1 KB
1338	48/3ae3cb	2154006	run_method (schraivogel/ground_truth_tapseq/gene+mimosca+non-targeting-00005)	COMPLETED	0	2022-06-13 04:10:46.898	1m 42s	1m 22s	94.6%	525.5 MB	1.2 GB	57.9 MB	3.2 KB
1396	c8/f8c630	2154007	run_method (schraivogel/ground_truth_tapseq/gene+schraivogel_method+non-targeting-00020)	COMPLETED	0	2022-06-13 04:11:09.942	1m 39s	36.6s	90.6%	958.7 MB	1.8 GB	95 MB	3.6 KB
1420	1a/ddf0e5	2154008	run_method (schraivogel/ground_truth_tapseq/gene+schraivogel_method+non-targeting-00026)	COMPLETED	0	2022-06-13 04:11:14.931	1m 34s	33.1s	90.0%	954.3 MB	1.8 GB	95 MB	3.6 KB
1515	74/ca1206	2153983	run_method (simulated/experiment_1/gene+schraivogel_method+NTC-21)	COMPLETED	0	2022-06-13 03:52:59.896	20m 49s	20m 32s	98.5%	20.2 GB	21.1 GB	703.8 MB	126.8 KB
371	fb/604e89	2153997	run_method (frangieh/control/gene+schraivogel_method+ONE-NON-GENE-SITE-231)	COMPLETED	0	2022-06-13 04:03:34.907	12m 44s	12m 32s	97.4%	16.4 GB	17.2 GB	1.1 GB	182 KB
1549	ab/dac2a1	2153949	run_method (simulated/experiment_1/gene+seurat_de+NTC-29)	COMPLETED	0	2022-06-13 03:33:29.907	43m 24s	42m 44s	99.2%	4.6 GB	5.4 GB	688.7 MB	126.9 KB
758	2f/7b37cb	2153989	run_method (frangieh/ifn_gamma/gene+schraivogel_method+NO-SITE-47)	COMPLETED	0	2022-06-13 03:57:34.910	19m 19s	19m 9s	98.2%	25.6 GB	26.5 GB	1.5 GB	175.9 KB
513	68/7d480c	2154014	run_method (frangieh/control/gene+weissman_method+NO-SITE-38)	COMPLETED	0	2022-06-13 04:13:49.912	3m 29s	2m 38s	94.0%	27.9 GB	28.6 GB	1.1 GB	109.2 KB
1011	b2/11e89a	2153710	run_method (schraivogel/enhancer_screen_chr11/gene+mimosca+non-targeting-00013)	COMPLETED	0	2022-06-13 02:08:54.959	2h 10m 59s	2h 7m 23s	100.0%	6.8 GB	8.3 GB	113 MB	3.1 KB
793	37/830601	2154015	run_method (frangieh/ifn_gamma/gene+weissman_method+NO-SITE-599)	COMPLETED	0	2022-06-13 04:16:19.907	3m 39s	3m 35s	95.3%	43.4 GB	44.1 GB	1.5 GB	141.8 KB
1345	a0/5229b4	2154019	run_method (schraivogel/ground_truth_tapseq/gene+seurat_de+non-targeting-00007)	COMPLETED	0	2022-06-13 04:19:54.927	39.1s	19.4s	80.3%	491.4 MB	1.3 GB	79.9 MB	4 KB
1353	a9/4435a0	2154020	run_method (schraivogel/ground_truth_tapseq/gene+seurat_de+non-targeting-00009)	COMPLETED	0	2022-06-13 04:19:59.897	34.1s	18.2s	87.2%	488.4 MB	1.3 GB	79.9 MB	4 KB
1516	4f/076c56	2154022	run_method (simulated/experiment_1/gene+weissman_method+NTC-20)	COMPLETED	0	2022-06-13 04:20:34.921	2m 34s	2m 8s	95.5%	15.6 GB	16.2 GB	666.7 MB	121.2 KB
330	fb/8f70ff	2154011	run_method (frangieh/control/gene+schraivogel_method+ONE-NON-GENE-SITE-675)	COMPLETED	0	2022-06-13 04:12:29.901	12m 49s	12m	97.3%	16.7 GB	17.5 GB	1.1 GB	181.9 KB
382	53/58c6f0	2154012	run_method (frangieh/control/gene+schraivogel_method+ONE-NON-GENE-SITE-422)	COMPLETED	0	2022-06-13 04:12:49.929	13m 29s	13m 5s	97.5%	16.6 GB	17.4 GB	1.1 GB	181.9 KB
916	71/560bb8	2154018	run_method (papalexi/eccite_screen/gene+schraivogel_method+NTg10)	COMPLETED	0	2022-06-13 04:17:19.908	8m 59s	8m 46s	97.6%	12.7 GB	13.5 GB	745.3 MB	189.5 KB
938	f0/9f8753	2154026	run_method (papalexi/eccite_screen/protein+mimosca+NTg5)	COMPLETED	0	2022-06-13 04:26:19.896	34.1s	25s	87.0%	434.7 MB	1.1 GB	49.6 MB	2.3 KB
940	c8/1a61e4	2154027	run_method (papalexi/eccite_screen/protein+schraivogel_method+NTg7)	COMPLETED	0	2022-06-13 04:26:20.898	33.1s	29.7s	86.7%	625.7 MB	1.4 GB	86.7 MB	2.5 KB
966	7c/06cd25	2153439	run_method (schraivogel/enhancer_screen_chr11/gene+mimosca+non-targeting-00002)	COMPLETED	0	2022-06-13 00:48:00.219	3h 39m 29s	3h 13m 48s	99.6%	5.8 GB	8.3 GB	113 MB	3.2 KB
1182	20/8ee086	2153221	run_method (schraivogel/enhancer_screen_chr8/gene+mimosca+non-targeting-00026)	FAILED	140	2022-06-13 00:09:29.917	4h 18m 49s	4h 5s	-	-	-	-	-
1037	4d/df0183	2154028	run_method (schraivogel/enhancer_screen_chr11/gene+seurat_de+non-targeting-00020)	COMPLETED	0	2022-06-13 04:26:54.898	2m 14s	1m 18s	94.2%	3.5 GB	4.3 GB	135.1 MB	4.1 KB
1040	77/877ab0	2154029	run_method (schraivogel/enhancer_screen_chr11/gene+schraivogel_method+non-targeting-00021)	COMPLETED	0	2022-06-13 04:26:55.903	2m 13s	1m 7s	92.1%	3.5 GB	4.3 GB	150.2 MB	3.7 KB
1125	d9/a4b2e3	2154030	run_method (schraivogel/enhancer_screen_chr8/gene+seurat_de+non-targeting-00012)	COMPLETED	0	2022-06-13 04:27:29.927	1m 44s	1m 36s	93.8%	3.7 GB	4.5 GB	127.1 MB	4 KB
1431	b9/5f905a	2154032	run_method (schraivogel/ground_truth_tapseq/gene+weissman_method+non-targeting-00028)	COMPLETED	0	2022-06-13 04:29:09.930	39.1s	12.5s	76.1%	392.9 MB	1.1 GB	57.9 MB	4.1 KB
1220	7c/6c076a	2153994	run_method (schraivogel/ground_truth_perturbseq/gene+schraivogel_method+non-targeting-00006)	COMPLETED	0	2022-06-13 04:00:49.899	29m 39s	29m 23s	98.9%	27.5 GB	28.4 GB	1.1 GB	196.9 KB
1485	85/be372b	2154010	run_method (simulated/experiment_1/gene+schraivogel_method+NTC-13)	COMPLETED	0	2022-06-13 04:11:25.910	20m 53s	20m 45s	98.5%	20.2 GB	21.1 GB	703.8 MB	126.9 KB
593	fd/cfbb75	2154038	run_method (frangieh/ifn_gamma/gene+weissman_method+ONE-NON-GENE-SITE-293)	COMPLETED	0	2022-06-13 04:32:20.165	3m 49s	3m 34s	95.0%	43.4 GB	44.1 GB	1.5 GB	145.1 KB
1124	2a/8a7510	2154039	run_method (schraivogel/enhancer_screen_chr8/gene+schraivogel_method+non-targeting-00012)	COMPLETED	0	2022-06-13 04:36:09.912	1m 39s	1m 3s	92.8%	3.7 GB	4.5 GB	142.2 MB	11.6 KB
859	6f/a4f2bb	2154017	run_method (frangieh/ifn_gamma/gene+seurat_de+NO-SITE-205)	COMPLETED	0	2022-06-13 04:16:55.900	22m 8s	22m 5s	98.4%	8.9 GB	9.8 GB	1.5 GB	169 KB
851	86/7b03ce	2154016	run_method (frangieh/ifn_gamma/gene+seurat_de+NO-SITE-628)	COMPLETED	0	2022-06-13 04:16:54.899	22m 24s	22m 9s	98.5%	8.9 GB	9.8 GB	1.5 GB	169.3 KB
559	d6/493af0	2154024	run_method (frangieh/control/gene+seurat_de+NO-SITE-628)	COMPLETED	0	2022-06-13 04:23:09.912	17m 4s	16m 24s	97.8%	6.6 GB	7.4 GB	1.1 GB	170.3 KB
1455	44/4d85c0	2154040	run_method (simulated/experiment_1/gene+weissman_method+NTC-5)	COMPLETED	0	2022-06-13 04:37:49.911	2m 34s	2m 18s	95.3%	15.6 GB	16.2 GB	666.7 MB	121.2 KB
369	ee/51eae8	2154041	run_method (frangieh/control/gene+weissman_method+ONE-NON-GENE-SITE-250)	COMPLETED	0	2022-06-13 04:39:04.909	2m 34s	2m 21s	95.3%	27.9 GB	28.6 GB	1.1 GB	146.1 KB
413	3c/9df559	2154042	run_method (frangieh/control/gene+weissman_method+ONE-NON-GENE-SITE-594)	COMPLETED	0	2022-06-13 04:39:19.907	2m 39s	2m 24s	93.7%	27.9 GB	28.6 GB	1.1 GB	147.6 KB
1281	39/86e725	2153961	run_method (schraivogel/ground_truth_perturbseq/gene+seurat_de+non-targeting-00021)	COMPLETED	0	2022-06-13 03:41:59.908	1h 4s	59m 24s	99.3%	6.4 GB	7.3 GB	1.1 GB	195.1 KB
1520	f1/2598ba	2154023	run_method (simulated/experiment_1/gene+schraivogel_method+NTC-22)	COMPLETED	0	2022-06-13 04:20:35.898	21m 38s	21m 5s	98.6%	20.2 GB	21.1 GB	703.8 MB	126.8 KB
32	d4/9a2e5c	2152990	run_method (frangieh/co_culture/gene+mimosca+ONE-NON-GENE-SITE-217)	COMPLETED	0	2022-06-12 23:50:17.674	4h 54m 46s	4h 54m 37s	99.4%	26.2 GB	27.2 GB	1.6 GB	86.8 KB
994	be/db7c4f	2153512	run_method (schraivogel/enhancer_screen_chr11/gene+mimosca+non-targeting-00009)	COMPLETED	0	2022-06-13 01:06:20.562	3h 38m 54s	3h 10m 14s	99.5%	5.8 GB	8.3 GB	113 MB	3.1 KB
1134	d4/a3b21d	2153318	run_method (schraivogel/enhancer_screen_chr8/gene+mimosca+non-targeting-00014)	FAILED	140	2022-06-13 00:30:19.765	4h 14m 59s	4h 5s	-	-	-	-	-
1191	70/142bec	2154050	run_method (schraivogel/enhancer_screen_chr8/gene+weissman_method+non-targeting-00028)	COMPLETED	0	2022-06-13 04:45:05.030	39s	25.5s	84.7%	3.6 GB	4.3 GB	105.1 MB	7.2 KB
1223	be/7e9db1	2154051	run_method (schraivogel/ground_truth_perturbseq/gene+weissman_method+non-targeting-00006)	COMPLETED	0	2022-06-13 04:45:14.924	3m 49s	3m 9s	95.5%	28.3 GB	28.9 GB	1.1 GB	185.5 KB
1243	5b/d3af34	2154052	run_method (schraivogel/ground_truth_perturbseq/gene+weissman_method+non-targeting-00011)	COMPLETED	0	2022-06-13 04:45:19.920	3m 44s	3m 17s	95.9%	28.3 GB	28.9 GB	1.1 GB	186.2 KB
1026	a9/9e9ff2	2153513	run_method (schraivogel/enhancer_screen_chr11/gene+mimosca+non-targeting-00017)	COMPLETED	0	2022-06-13 01:06:45.146	3h 43m 34s	3h 14m 51s	99.6%	5.8 GB	8.3 GB	113 MB	3.1 KB
1488	80/42f9b0	2154034	run_method (simulated/experiment_1/gene+schraivogel_method+NTC-14)	COMPLETED	0	2022-06-13 04:29:14.919	21m 4s	20m 43s	98.5%	20.2 GB	21.1 GB	703.8 MB	126.8 KB
24	1e/edee3d	2152982	run_method (frangieh/co_culture/gene+mimosca+ONE-NON-GENE-SITE-531)	COMPLETED	0	2022-06-12 23:50:09.733	5h 2m 14s	5h 1m 46s	99.7%	26.2 GB	27.2 GB	1.6 GB	91.1 KB
1010	1c/bcdf3d	2154059	run_method (schraivogel/enhancer_screen_chr11/gene+weissman_method+non-targeting-00013)	COMPLETED	0	2022-06-13 04:52:24.913	39.1s	26.4s	88.0%	3.5 GB	4.2 GB	113 MB	7.1 KB
279	aa/1b37fc	2154035	run_method (frangieh/co_culture/gene+seurat_de+NO-SITE-716)	COMPLETED	0	2022-06-13 04:29:49.902	23m 24s	22m 53s	98.7%	9.7 GB	10.5 GB	1.6 GB	172 KB
1005	dc/d625d9	2153573	run_method (schraivogel/enhancer_screen_chr11/gene+mimosca+non-targeting-00012)	COMPLETED	0	2022-06-13 01:23:20.232	3h 30m 39s	2h 58m 54s	99.6%	5.8 GB	8.3 GB	113 MB	3.1 KB
534	6d/1ebc66	2154044	run_method (frangieh/control/gene+schraivogel_method+NO-SITE-547)	COMPLETED	0	2022-06-13 04:40:14.931	13m 44s	13m	97.5%	16.4 GB	17.2 GB	1.1 GB	182.4 KB
1461	5c/4231a6	2154009	run_method (simulated/experiment_1/gene+seurat_de+NTC-7)	COMPLETED	0	2022-06-13 04:11:24.899	43m 54s	43m 22s	99.1%	4.6 GB	5.4 GB	688.7 MB	126.9 KB
1152	b3/a7da76	2154061	run_method (schraivogel/enhancer_screen_chr8/gene+seurat_de+non-targeting-00019)	COMPLETED	0	2022-06-13 04:53:14.920	2m 34s	1m 36s	95.0%	3.7 GB	4.5 GB	127.1 MB	12 KB
546	de/e8808c	2154045	run_method (frangieh/control/gene+seurat_de+NO-SITE-664)	COMPLETED	0	2022-06-13 04:40:24.911	16m 39s	15m 51s	98.0%	6.6 GB	7.4 GB	1.1 GB	172.1 KB
1299	0f/6ea0a4	2154062	run_method (schraivogel/ground_truth_perturbseq/gene+weissman_method+non-targeting-00025)	COMPLETED	0	2022-06-13 04:53:59.907	3m 49s	3m 32s	95.8%	28.3 GB	28.9 GB	1.1 GB	190.5 KB
4	48/36ad19	2152961	run_method (frangieh/co_culture/gene+mimosca+ONE-NON-GENE-SITE-670)	COMPLETED	0	2022-06-12 23:49:50.407	5h 8m 39s	5h 8m 34s	98.2%	26.2 GB	27.2 GB	1.6 GB	84.4 KB
678	35/a1f757	2154046	run_method (frangieh/ifn_gamma/gene+schraivogel_method+ONE-NON-GENE-SITE-658)	COMPLETED	0	2022-06-13 04:41:39.905	17m 59s	17m 52s	98.3%	25.6 GB	26.5 GB	1.5 GB	175.6 KB
1276	2c/e41290	2154031	run_method (schraivogel/ground_truth_perturbseq/gene+schraivogel_method+non-targeting-00020)	COMPLETED	0	2022-06-13 04:28:19.906	31m 49s	30m 54s	98.8%	27.5 GB	28.4 GB	1.1 GB	196.8 KB
722	3e/3f8d82	2154047	run_method (frangieh/ifn_gamma/gene+schraivogel_method+ONE-NON-GENE-SITE-859)	COMPLETED	0	2022-06-13 04:41:59.900	18m 19s	17m 46s	98.0%	25.3 GB	26.2 GB	1.5 GB	175.7 KB
